"item_id","scale_id","item_text","source_table"
765,"spanishmegastudy","¿Cuál es aproximadamente la distancia media entre la Tierra y el Sol?","spanishmegastudy"
766,"spanishmegastudy","¿Cuál es aproximadamente la fuerza gravitacional de la Tierra en m/s2?","spanishmegastudy"
767,"spanishmegastudy","¿Cuál es el nombre en latín de la Estrella del Norte?","spanishmegastudy"
768,"spanishmegastudy","¿Cuál es el planeta más grande de nuestro sistema solar?","spanishmegastudy"
769,"spanishmegastudy","¿Cuál es el radio medio de la Tierra?","spanishmegastudy"
770,"spanishmegastudy","¿Cuál es el volumen de la Luna comparado con el de la Tierra?","spanishmegastudy"
771,"spanishmegastudy","¿Cuál es la luna más grande de Júpiter?","spanishmegastudy"
772,"spanishmegastudy","¿Cuál es la luna más grande de Plutón?","spanishmegastudy"
773,"spanishmegastudy","¿Cuáles son los 4 planetas gigantes conocidos de nuestro sistema solar?","spanishmegastudy"
774,"spanishmegastudy","¿Cuán antiguo es nuestro sistema solar aproximadamente?","spanishmegastudy"
775,"spanishmegastudy","¿Cuán fuerte es la gravedad de Marte comparada con la de la Tierra aproximadamente?","spanishmegastudy"
776,"spanishmegastudy","¿Cuántas veces más grande es el radio medio de Saturno comparado con el de la Tierra?","spanishmegastudy"
777,"spanishmegastudy","¿Cuánto tarda la Luna en orbitar la Tierra aproximadamente?","spanishmegastudy"
778,"spanishmegastudy","¿Cuánto tarda la luz de la estrella más cercana a la Tierra después del Sol (Alpha Centauri) en llegar a la Tierra?","spanishmegastudy"
779,"spanishmegastudy","¿Cuánto tiempo tarda la luz del Sol en llegar a la Tierra?","spanishmegastudy"
780,"spanishmegastudy","¿De qué planeta es Europa una luna?","spanishmegastudy"
781,"spanishmegastudy","¿En qué galaxia se encuentra nuestro sistema solar?","spanishmegastudy"
782,"spanishmegastudy","¿En qué otro planeta de nuestro sistema solar son comunes las dunas?","spanishmegastudy"
783,"spanishmegastudy","¿En qué planeta está el Olympus Mons, la montaña más alta de todos los planetas del sistema solar?","spanishmegastudy"
784,"spanishmegastudy","¿Para qué planeta se sugirieron los nombres \Zeus\, \Percival\ y \Constance\?","spanishmegastudy"
785,"spanishmegastudy","¿Qué constelación debe su nombre a la latinización de la palabra griega para \cisne\?","spanishmegastudy"
786,"spanishmegastudy","¿Qué famoso cometa tiene una órbita de entre 74-79 años?","spanishmegastudy"
787,"spanishmegastudy","¿Qué galaxia espiral es la más cercana a la nuestra?","spanishmegastudy"
788,"spanishmegastudy","¿Qué luna de Saturno es la única luna con una atmósfera significativa?","spanishmegastudy"
789,"spanishmegastudy","¿Qué palabra utilizan los astrofísicos para describir una estrella que ha explotado?","spanishmegastudy"
790,"spanishmegastudy","¿Qué planeta da la vuelta al sol cada 84 años?","spanishmegastudy"
791,"spanishmegastudy","¿Qué planeta tiene más lunas conocidas?","spanishmegastudy"
792,"spanishmegastudy","¿Qué tienen Júpiter, Saturno, Urano y Neptuno en común?","spanishmegastudy"
793,"spanishmegastudy","¿Qué une a los nombres \Torbellino\, \Sombrero\ y \Andrómeda\?","spanishmegastudy"
794,"spanishmegastudy","¿Quién descubrió las 4 lunas más grandes de Júpiter?","spanishmegastudy"
795,"spanishmegastudy","¿Quién fue el primer científico en desarrolar un modelo astronómico completo en el que la Tierra gira alrededor del Sol?","spanishmegastudy"
796,"spanishmegastudy","¿Quién fue la primera persona en proponer un sistema heliocéntrico?","spanishmegastudy"
797,"spanishmegastudy","¿Cómo llamamos a los alomorfos de un gen que sólo se manifiesta si el individuo tiene dos copias del mismo?","spanishmegastudy"
798,"spanishmegastudy","¿Cómo se le llama a un organismo con órganos reproductivos femeninos y masculinos?","spanishmegastudy"
799,"spanishmegastudy","¿Cómo se le llama a una relación no mutua entre especies en la que una se beneficia a costa de la otra?","spanishmegastudy"
800,"spanishmegastudy","¿Cómo se le llama a una subunidad especializada en una función dentro de una célula?","spanishmegastudy"
801,"spanishmegastudy","¿Cómo se llama a un grupo de organismos de la misma especie que actúan sinérgicamente?","spanishmegastudy"
802,"spanishmegastudy","¿Cómo se llama el órgano que produce la insulina?","spanishmegastudy"
803,"spanishmegastudy","¿Cómo se llama el proceso de división celular?","spanishmegastudy"
804,"spanishmegastudy","¿Cómo se llama la cobertura exterior de los virus?","spanishmegastudy"
805,"spanishmegastudy","¿Cómo se llama la porción líquida amarillenta de la sangre?","spanishmegastudy"
806,"spanishmegastudy","¿Cómo se llaman los organismos pluricelulares que tienen un número par de cromosomas?","spanishmegastudy"
807,"spanishmegastudy","¿Con qué nombre se conoce la muerte de todos los miembros de una especie en particular?","spanishmegastudy"
808,"spanishmegastudy","¿Cuál es el nombre del material genético asociado a un rasgo físico específico?","spanishmegastudy"
809,"spanishmegastudy","¿Cuál es el proceso por el cual las sustancias orgánicas se rompen en materia más simple?","spanishmegastudy"
810,"spanishmegastudy","¿Cuál es el término para una interacción biológica cercana, beneficiosa y a largo plazo entre dos especies?","spanishmegastudy"
811,"spanishmegastudy","¿Cuál es la principal fuente de energía de la Tierra?","spanishmegastudy"
812,"spanishmegastudy","¿Cuál es la rama de la biología que estudia las células?","spanishmegastudy"
813,"spanishmegastudy","¿Cuál es la salinidad media del agua de mar?","spanishmegastudy"
814,"spanishmegastudy","¿Cuál es la secuencia de nucleótidos de ADN que codifica la producción de una proteína?","spanishmegastudy"
815,"spanishmegastudy","¿Cuál es la unidad fundamental de la vida en biología?","spanishmegastudy"
816,"spanishmegastudy","¿Cuántos individuos se requieren para reproducirse por partenogénesis?","spanishmegastudy"
817,"spanishmegastudy","¿Dónde se fabrican los glóbulos rojos?","spanishmegastudy"
818,"spanishmegastudy","¿Dónde se guardan los rasgos hereditarios de un organismo?","spanishmegastudy"
819,"spanishmegastudy","¿En qué unidad se mide la energía proveniente de la comida?","spanishmegastudy"
820,"spanishmegastudy","¿Qué científico hizo famosas las Islas Galápagos?","spanishmegastudy"
821,"spanishmegastudy","¿Qué frase acuñó Herbert Spence, habitualmente atribuida de forma incorrecta a Darwin?","spanishmegastudy"
822,"spanishmegastudy","¿Qué le sucede al ritmo respiratorio cuando hay una bajada en la concentración del oxígeno en sangre?","spanishmegastudy"
823,"spanishmegastudy","¿Qué palabra se refiere a la variedad de vida animal y vegetal en el mundo o en un hábitat particular?","spanishmegastudy"
824,"spanishmegastudy","¿Qué se clasifica con el sistema ABO?","spanishmegastudy"
825,"spanishmegastudy","¿Qué se crea cuando el ADN de un organismo cambia permanentemente?","spanishmegastudy"
826,"spanishmegastudy","¿Qué significa el \mio\ en \miocardial\?","spanishmegastudy"
827,"spanishmegastudy","¿Qué significa la palabra\ biología\?","spanishmegastudy"
828,"spanishmegastudy","¿Qué son los humanos?","spanishmegastudy"
829,"spanishmegastudy","¿Qué son los mohos, las levaduras y las setas?","spanishmegastudy"
830,"spanishmegastudy","¿Qué vitamina aumenta su producción con la exposición al sol?","spanishmegastudy"
831,"spanishmegastudy","¿Qué vitamina tiene \ácido ascórbico\ como nombre químico?","spanishmegastudy"
832,"spanishmegastudy","¿Qué vitamina tiene \ácido fólico\ como nombre químico?","spanishmegastudy"
833,"spanishmegastudy","¿A qué familia de plantas pertenece el brócoli?","spanishmegastudy"
834,"spanishmegastudy","¿Cómo se le llama al movimiento diario o estacional de las plantas en respuesta a la dirección del sol?","spanishmegastudy"
835,"spanishmegastudy","¿Cómo se llama el fino tallo que une la hoja al tallo principal?","spanishmegastudy"
836,"spanishmegastudy","¿Cómo se llama el tejido hecho de corcho que forma la corteza exterior de los árboles?","spanishmegastudy"
837,"spanishmegastudy","¿Cómo se llaman los pigmentos orgánicos anaranjados producidos por plantas y algas?","spanishmegastudy"
838,"spanishmegastudy","¿Cuál es el nombre botánico para el órgano reproductivo masculino de las plantas con flores?","spanishmegastudy"
839,"spanishmegastudy","¿Cuál es el principal mecanismo que utilizan las plantas para mover el agua por sus tejidos?","spanishmegastudy"
840,"spanishmegastudy","¿Cuál es el proceso por el que las microesporas de una planta se transfieren a otra planta de la misma especie?","spanishmegastudy"
841,"spanishmegastudy","¿De qué está hecho el ámbar?","spanishmegastudy"
842,"spanishmegastudy","¿Dónde se producen los granos de polen de las plantas?","spanishmegastudy"
843,"spanishmegastudy","¿En qué convierten las plantas los nitratos que absorben del suelo?","spanishmegastudy"
844,"spanishmegastudy","¿En qué crecen las plantas epifitas y parasíticas?","spanishmegastudy"
845,"spanishmegastudy","¿En qué organismos tiene lugar el ciclo de Calvin?","spanishmegastudy"
846,"spanishmegastudy","¿En qué proceso liberan las plantas oxígeno como producto de desecho?","spanishmegastudy"
847,"spanishmegastudy","¿Qué ácido hace que las ortigas piquen?","spanishmegastudy"
848,"spanishmegastudy","¿Qué árboles mantienen sus hojas durante el invierno?","spanishmegastudy"
849,"spanishmegastudy","¿Qué células tienen una pared celular, plastos y plasmodesmos?","spanishmegastudy"
850,"spanishmegastudy","¿Qué desarrollaron las plantas para aumentar la cantidad de luz que pueden capturar para la fotosíntesis?","spanishmegastudy"
851,"spanishmegastudy","¿Qué es lo que produce la marchitación de las plantas si se da en exceso?","spanishmegastudy"
852,"spanishmegastudy","¿Qué es típico en las plantas caducifolias?","spanishmegastudy"
853,"spanishmegastudy","¿Qué es una granja a gran escala que se especializa en cultivos comerciales?","spanishmegastudy"
854,"spanishmegastudy","¿Qué estudian los dendrólogos?","spanishmegastudy"
855,"spanishmegastudy","¿Qué longitud de onda luminosa absorbe la clorofila?","spanishmegastudy"
856,"spanishmegastudy","¿Qué nombre se le da a las plantas cuyas semillas están en el interior de un fruto?","spanishmegastudy"
857,"spanishmegastudy","¿Qué organismo posee características tanto de plantas como de animales y por ello forman su propio reino?","spanishmegastudy"
858,"spanishmegastudy","¿Qué partes de algunas plantas se mueven con la luz?","spanishmegastudy"
859,"spanishmegastudy","¿Qué planta se llamó como la diosa griega del arcoiris?","spanishmegastudy"
860,"spanishmegastudy","¿Qué planta tiene la mayor semilla del reino vegetal?","spanishmegastudy"
861,"spanishmegastudy","¿Qué plantas crecen sobre otras plantas pero son inofensivas para sus anfitrionas?","spanishmegastudy"
862,"spanishmegastudy","¿Qué plantas crecen un año, florecen y producen frutos al siguiente y luego mueren?","spanishmegastudy"
863,"spanishmegastudy","¿Qué plantas tienen partes gruesas y carnosas, normalmente para retener agua en climas áridos?","spanishmegastudy"
864,"spanishmegastudy","¿Qué plantas tienen tejidos para conducir el agua y los minerales por ellas?","spanishmegastudy"
865,"spanishmegastudy","¿Qué rama de la agricultura trata el arte, la ciencia, la tecnología y el negocio del cremiento de las plantas?","spanishmegastudy"
866,"spanishmegastudy","¿Qué significa \sakura\ en japonés?","spanishmegastudy"
